/home/leo/.pyenv/versions/anaconda3-2019.03/bin/python /home/leo/workspace/PycharmProjects/GroupFacePytorch/train.py
>> LoadGallery[9/10]

 EpochEval[-1] >> 100.0/100.0 acc:33.0/100.0=0.3300
Epoch: 4 [7/13] loss:1.74
Epoch: 4 [8/13] loss:1.76
Epoch: 4 [9/13] loss:1.73
Epoch: 4 [10/13] loss:1.72
Epoch: 4 [11/13] loss:1.74
Epoch: 4 [12/13] loss:1.74
Epoch 4 Trained Loss_Sum:1.74953
>> LoadGallery[9/10]

 EpochEval[4] >> 100.0/100.0 acc:96.0/100.0=0.9600

Epoch: 5 [0/13] loss:1.69
Epoch: 5 [1/13] loss:1.70
Epoch: 5 [2/13] loss:1.70
Epoch: 5 [3/13] loss:1.69
Epoch: 5 [4/13] loss:1.68
Epoch: 5 [5/13] loss:1.68
Epoch: 5 [6/13] loss:1.66
Epoch: 5 [7/13] loss:1.71
Epoch: 5 [8/13] loss:1.67
Epoch: 5 [9/13] loss:1.67
Epoch: 5 [10/13] loss:1.66
Epoch: 5 [11/13] loss:1.70
Epoch: 5 [12/13] loss:1.65
Epoch 5 Trained Loss_Sum:1.68148
>> LoadGallery[9/10]

 EpochEval[5] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 6 [0/13] loss:1.66
Epoch: 6 [1/13] loss:1.67
Epoch: 6 [2/13] loss:1.64
Epoch: 6 [3/13] loss:1.66
Epoch: 6 [4/13] loss:1.65
Epoch: 6 [5/13] loss:1.66
Epoch: 6 [6/13] loss:1.64
Epoch: 6 [7/13] loss:1.66
Epoch: 6 [8/13] loss:1.63
Epoch: 6 [9/13] loss:1.64
Epoch: 6 [10/13] loss:1.63
Epoch: 6 [11/13] loss:1.65
Epoch: 6 [12/13] loss:1.65
Epoch 6 Trained Loss_Sum:1.65054
>> LoadGallery[9/10]

 EpochEval[6] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 7 [0/13] loss:1.63
Epoch: 7 [1/13] loss:1.62
Epoch: 7 [2/13] loss:1.63
Epoch: 7 [3/13] loss:1.63
Epoch: 7 [4/13] loss:1.62
Epoch: 7 [5/13] loss:1.62
Epoch: 7 [6/13] loss:1.63
Epoch: 7 [7/13] loss:1.63
Epoch: 7 [8/13] loss:1.62
Epoch: 7 [9/13] loss:1.63
Epoch: 7 [10/13] loss:1.62
Epoch: 7 [11/13] loss:1.62
Epoch: 7 [12/13] loss:1.64
Epoch 7 Trained Loss_Sum:1.62562
>> LoadGallery[9/10]

 EpochEval[7] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 8 [0/13] loss:1.61
Epoch: 8 [1/13] loss:1.62
Epoch: 8 [2/13] loss:1.62
Epoch: 8 [3/13] loss:1.61
Epoch: 8 [4/13] loss:1.61
Epoch: 8 [5/13] loss:1.61
Epoch: 8 [6/13] loss:1.61
Epoch: 8 [7/13] loss:1.60
Epoch: 8 [8/13] loss:1.62
Epoch: 8 [9/13] loss:1.62
Epoch: 8 [10/13] loss:1.60
Epoch: 8 [11/13] loss:1.62
Epoch: 8 [12/13] loss:1.60
Epoch 8 Trained Loss_Sum:1.61249
>> LoadGallery[9/10]

 EpochEval[8] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 9 [0/13] loss:1.61
Epoch: 9 [1/13] loss:1.61
Epoch: 9 [2/13] loss:1.61
Epoch: 9 [3/13] loss:1.61
Epoch: 9 [4/13] loss:1.61
Epoch: 9 [5/13] loss:1.60
Epoch: 9 [6/13] loss:1.60
Epoch: 9 [7/13] loss:1.61
Epoch: 9 [8/13] loss:1.60
Epoch: 9 [9/13] loss:1.60
Epoch: 9 [10/13] loss:1.60
Epoch: 9 [11/13] loss:1.60
Epoch: 9 [12/13] loss:1.60
Epoch 9 Trained Loss_Sum:1.60482
>> LoadGallery[9/10]

 EpochEval[9] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 10 [0/13] loss:1.60
Epoch: 10 [1/13] loss:1.60
Epoch: 10 [2/13] loss:1.61
Epoch: 10 [3/13] loss:1.60
Epoch: 10 [4/13] loss:1.59
Epoch: 10 [5/13] loss:1.60
Epoch: 10 [6/13] loss:1.60
Epoch: 10 [7/13] loss:1.60
Epoch: 10 [8/13] loss:1.60
Epoch: 10 [9/13] loss:1.59
Epoch: 10 [10/13] loss:1.60
Epoch: 10 [11/13] loss:1.60
Epoch: 10 [12/13] loss:1.61
Epoch 10 Trained Loss_Sum:1.59959
>> LoadGallery[9/10]

 EpochEval[10] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 11 [0/13] loss:1.60
Epoch: 11 [1/13] loss:1.60
Epoch: 11 [2/13] loss:1.59
Epoch: 11 [3/13] loss:1.59
Epoch: 11 [4/13] loss:1.60
Epoch: 11 [5/13] loss:1.59
Epoch: 11 [6/13] loss:1.60
Epoch: 11 [7/13] loss:1.59
Epoch: 11 [8/13] loss:1.60
Epoch: 11 [9/13] loss:1.59
Epoch: 11 [10/13] loss:1.59
Epoch: 11 [11/13] loss:1.59
Epoch: 11 [12/13] loss:1.60
Epoch 11 Trained Loss_Sum:1.59485
>> LoadGallery[9/10]

 EpochEval[11] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 12 [0/13] loss:1.59
Epoch: 12 [1/13] loss:1.59
Epoch: 12 [2/13] loss:1.59
Epoch: 12 [3/13] loss:1.59
Epoch: 12 [4/13] loss:1.60
Epoch: 12 [5/13] loss:1.60
Epoch: 12 [6/13] loss:1.59
Epoch: 12 [7/13] loss:1.59
Epoch: 12 [8/13] loss:1.59
Epoch: 12 [9/13] loss:1.59
Epoch: 12 [10/13] loss:1.59
Epoch: 12 [11/13] loss:1.59
Epoch: 12 [12/13] loss:1.60
Epoch 12 Trained Loss_Sum:1.59293
>> LoadGallery[9/10]

 EpochEval[12] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 13 [0/13] loss:1.59
Epoch: 13 [1/13] loss:1.59
Epoch: 13 [2/13] loss:1.59
Epoch: 13 [3/13] loss:1.60
Epoch: 13 [4/13] loss:1.58
Epoch: 13 [5/13] loss:1.59
Epoch: 13 [6/13] loss:1.59
Epoch: 13 [7/13] loss:1.59
Epoch: 13 [8/13] loss:1.59
Epoch: 13 [9/13] loss:1.59
Epoch: 13 [10/13] loss:1.59
Epoch: 13 [11/13] loss:1.59
Epoch: 13 [12/13] loss:1.59
Epoch 13 Trained Loss_Sum:1.58940
>> LoadGallery[9/10]

 EpochEval[13] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 14 [0/13] loss:1.59
Epoch: 14 [1/13] loss:1.58
Epoch: 14 [2/13] loss:1.58
Epoch: 14 [3/13] loss:1.59
Epoch: 14 [4/13] loss:1.58
Epoch: 14 [5/13] loss:1.58
Epoch: 14 [6/13] loss:1.59
Epoch: 14 [7/13] loss:1.59
Epoch: 14 [8/13] loss:1.59
Epoch: 14 [9/13] loss:1.60
Epoch: 14 [10/13] loss:1.59
Epoch: 14 [11/13] loss:1.58
Epoch: 14 [12/13] loss:1.59
Epoch 14 Trained Loss_Sum:1.58774
>> LoadGallery[9/10]

 EpochEval[14] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 15 [0/13] loss:1.59
Epoch: 15 [1/13] loss:1.58
Epoch: 15 [2/13] loss:1.59
Epoch: 15 [3/13] loss:1.59
Epoch: 15 [4/13] loss:1.59
Epoch: 15 [5/13] loss:1.58
Epoch: 15 [6/13] loss:1.59
Epoch: 15 [7/13] loss:1.59
Epoch: 15 [8/13] loss:1.58
Epoch: 15 [9/13] loss:1.58
Epoch: 15 [10/13] loss:1.59
Epoch: 15 [11/13] loss:1.58
Epoch: 15 [12/13] loss:1.58
Epoch 15 Trained Loss_Sum:1.58598
>> LoadGallery[9/10]

 EpochEval[15] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 16 [0/13] loss:1.58
Epoch: 16 [1/13] loss:1.58
Epoch: 16 [2/13] loss:1.58
Epoch: 16 [3/13] loss:1.58
Epoch: 16 [4/13] loss:1.59
Epoch: 16 [5/13] loss:1.59
Epoch: 16 [6/13] loss:1.58
Epoch: 16 [7/13] loss:1.58
Epoch: 16 [8/13] loss:1.58
Epoch: 16 [9/13] loss:1.59
Epoch: 16 [10/13] loss:1.58
Epoch: 16 [11/13] loss:1.58
Epoch: 16 [12/13] loss:1.58
Epoch 16 Trained Loss_Sum:1.58288
>> LoadGallery[9/10]

 EpochEval[16] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 17 [0/13] loss:1.58
Epoch: 17 [1/13] loss:1.58
Epoch: 17 [2/13] loss:1.58
Epoch: 17 [3/13] loss:1.58
Epoch: 17 [4/13] loss:1.58
Epoch: 17 [5/13] loss:1.58
Epoch: 17 [6/13] loss:1.59
Epoch: 17 [7/13] loss:1.58
Epoch: 17 [8/13] loss:1.59
Epoch: 17 [9/13] loss:1.58
Epoch: 17 [10/13] loss:1.59
Epoch: 17 [11/13] loss:1.58
Epoch: 17 [12/13] loss:1.58
Epoch 17 Trained Loss_Sum:1.58173
>> LoadGallery[9/10]

 EpochEval[17] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 18 [0/13] loss:1.58
Epoch: 18 [1/13] loss:1.58
Epoch: 18 [2/13] loss:1.58
Epoch: 18 [3/13] loss:1.58
Epoch: 18 [4/13] loss:1.58
Epoch: 18 [5/13] loss:1.58
Epoch: 18 [6/13] loss:1.58
Epoch: 18 [7/13] loss:1.58
Epoch: 18 [8/13] loss:1.58
Epoch: 18 [9/13] loss:1.58
Epoch: 18 [10/13] loss:1.58
Epoch: 18 [11/13] loss:1.58
Epoch: 18 [12/13] loss:1.58
Epoch 18 Trained Loss_Sum:1.57940
>> LoadGallery[9/10]

 EpochEval[18] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 19 [0/13] loss:1.58
Epoch: 19 [1/13] loss:1.57
Epoch: 19 [2/13] loss:1.58
Epoch: 19 [3/13] loss:1.58
Epoch: 19 [4/13] loss:1.58
Epoch: 19 [5/13] loss:1.58
Epoch: 19 [6/13] loss:1.58
Epoch: 19 [7/13] loss:1.58
Epoch: 19 [8/13] loss:1.58
Epoch: 19 [9/13] loss:1.58
Epoch: 19 [10/13] loss:1.58
Epoch: 19 [11/13] loss:1.58
Epoch: 19 [12/13] loss:1.58
Epoch 19 Trained Loss_Sum:1.57826
>> LoadGallery[9/10]

 EpochEval[19] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 20 [0/13] loss:1.58
Epoch: 20 [1/13] loss:1.58
Epoch: 20 [2/13] loss:1.58
Epoch: 20 [3/13] loss:1.58
Epoch: 20 [4/13] loss:1.57
Epoch: 20 [5/13] loss:1.58
Epoch: 20 [6/13] loss:1.58
Epoch: 20 [7/13] loss:1.58
Epoch: 20 [8/13] loss:1.58
Epoch: 20 [9/13] loss:1.57
Epoch: 20 [10/13] loss:1.58
Epoch: 20 [11/13] loss:1.58
Epoch: 20 [12/13] loss:1.58
Epoch 20 Trained Loss_Sum:1.57710
>> LoadGallery[9/10]

 EpochEval[20] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 21 [0/13] loss:1.58
Epoch: 21 [1/13] loss:1.57
Epoch: 21 [2/13] loss:1.58
Epoch: 21 [3/13] loss:1.57
Epoch: 21 [4/13] loss:1.57
Epoch: 21 [5/13] loss:1.57
Epoch: 21 [6/13] loss:1.57
Epoch: 21 [7/13] loss:1.58
Epoch: 21 [8/13] loss:1.58
Epoch: 21 [9/13] loss:1.58
Epoch: 21 [10/13] loss:1.57
Epoch: 21 [11/13] loss:1.58
Epoch: 21 [12/13] loss:1.58
Epoch 21 Trained Loss_Sum:1.57589
>> LoadGallery[9/10]

 EpochEval[21] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 22 [0/13] loss:1.57
Epoch: 22 [1/13] loss:1.57
Epoch: 22 [2/13] loss:1.58
Epoch: 22 [3/13] loss:1.57
Epoch: 22 [4/13] loss:1.58
Epoch: 22 [5/13] loss:1.57
Epoch: 22 [6/13] loss:1.57
Epoch: 22 [7/13] loss:1.57
Epoch: 22 [8/13] loss:1.58
Epoch: 22 [9/13] loss:1.57
Epoch: 22 [10/13] loss:1.58
Epoch: 22 [11/13] loss:1.58
Epoch: 22 [12/13] loss:1.58
Epoch 22 Trained Loss_Sum:1.57549
>> LoadGallery[9/10]

 EpochEval[22] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 23 [0/13] loss:1.58
Epoch: 23 [1/13] loss:1.58
Epoch: 23 [2/13] loss:1.57
Epoch: 23 [3/13] loss:1.58
Epoch: 23 [4/13] loss:1.57
Epoch: 23 [5/13] loss:1.57
Epoch: 23 [6/13] loss:1.57
Epoch: 23 [7/13] loss:1.58
Epoch: 23 [8/13] loss:1.57
Epoch: 23 [9/13] loss:1.57
Epoch: 23 [10/13] loss:1.57
Epoch: 23 [11/13] loss:1.57
Epoch: 23 [12/13] loss:1.58
Epoch 23 Trained Loss_Sum:1.57500
>> LoadGallery[9/10]

 EpochEval[23] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 24 [0/13] loss:1.57
Epoch: 24 [1/13] loss:1.57
Epoch: 24 [2/13] loss:1.57
Epoch: 24 [3/13] loss:1.57
Epoch: 24 [4/13] loss:1.57
Epoch: 24 [5/13] loss:1.58
Epoch: 24 [6/13] loss:1.58
Epoch: 24 [7/13] loss:1.57
Epoch: 24 [8/13] loss:1.58
Epoch: 24 [9/13] loss:1.58
Epoch: 24 [10/13] loss:1.57
Epoch: 24 [11/13] loss:1.57
Epoch: 24 [12/13] loss:1.57
Epoch 24 Trained Loss_Sum:1.57358
>> LoadGallery[9/10]

 EpochEval[24] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 25 [0/13] loss:1.58
Epoch: 25 [1/13] loss:1.57
Epoch: 25 [2/13] loss:1.57
Epoch: 25 [3/13] loss:1.57
Epoch: 25 [4/13] loss:1.57
Epoch: 25 [5/13] loss:1.57
Epoch: 25 [6/13] loss:1.57
Epoch: 25 [7/13] loss:1.57
Epoch: 25 [8/13] loss:1.57
Epoch: 25 [9/13] loss:1.57
Epoch: 25 [10/13] loss:1.57
Epoch: 25 [11/13] loss:1.58
Epoch: 25 [12/13] loss:1.58
Epoch 25 Trained Loss_Sum:1.57268
>> LoadGallery[9/10]

 EpochEval[25] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 26 [0/13] loss:1.58
Epoch: 26 [1/13] loss:1.57
Epoch: 26 [2/13] loss:1.57
Epoch: 26 [3/13] loss:1.57
Epoch: 26 [4/13] loss:1.57
Epoch: 26 [5/13] loss:1.57
Epoch: 26 [6/13] loss:1.57
Epoch: 26 [7/13] loss:1.57
Epoch: 26 [8/13] loss:1.57
Epoch: 26 [9/13] loss:1.57
Epoch: 26 [10/13] loss:1.57
Epoch: 26 [11/13] loss:1.57
Epoch: 26 [12/13] loss:1.57
Epoch 26 Trained Loss_Sum:1.57165
>> LoadGallery[9/10]

 EpochEval[26] >> 100.0/100.0 acc:100.0/100.0=1.0000

Epoch: 27 [0/13] loss:1.57
Epoch: 27 [1/13] loss:1.57
Epoch: 27 [2/13] loss:1.57
Epoch: 27 [3/13] loss:1.57
Epoch: 27 [4/13] loss:1.57
Epoch: 27 [5/13] loss:1.57
Epoch: 27 [6/13] loss:1.57
Epoch: 27 [7/13] loss:1.57
Epoch: 27 [8/13] loss:1.57
Traceback (most recent call last):
  File "/home/leo/workspace/PycharmProjects/GroupFacePytorch/train.py", line 115, in <module>
    train(model, epoch)
  File "/home/leo/workspace/PycharmProjects/GroupFacePytorch/train.py", line 79, in train
    loss = criteria_arc(final, label)
  File "/home/leo/.pyenv/versions/anaconda3-2019.03/lib/python3.7/site-packages/torch/nn/modules/module.py", line 541, in __call__
    result = self.forward(*input, **kwargs)
  File "/home/leo/workspace/PycharmProjects/GroupFacePytorch/loss/arcface_loss.py", line 70, in forward
    cos_angle[i][labels[i]] = cos_angle[i][labels[i]] - self.m
KeyboardInterrupt

Process finished with exit code 137 (interrupted by signal 9: SIGKILL)
